STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,INDICATOR,Indicator,GEO_PICT,Pacific Island Countries and territories,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,INCOME,Income,EDUCATION,Education level,OCCUPATION,Occupation,COMPOSITE_BREAKDOWN,Composite breakdown,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,REPORTING_TYPE,Reporting type,NATURE,Nature,DATA_SOURCE,Data source,OBS_STATUS,Observation Status,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_SDG_11(3.0),Sustainable Development Goal 11 - Sustainable Cities and Communities,I,A,Annual,VC_DSR_MISS,1.5.1 and 11.5.1 Number of missing persons attributed to disasters,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2017,,0,,N,units,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),Sustainable Development Goal 11 - Sustainable Cities and Communities,I,A,Annual,VC_DSR_MISS,1.5.1 and 11.5.1 Number of missing persons attributed to disasters,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,0,,N,units,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),Sustainable Development Goal 11 - Sustainable Cities and Communities,I,A,Annual,VC_DSR_MISS,1.5.1 and 11.5.1 Number of missing persons attributed to disasters,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,0,,N,units,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),Sustainable Development Goal 11 - Sustainable Cities and Communities,I,A,Annual,VC_DSR_MISS,1.5.1 and 11.5.1 Number of missing persons attributed to disasters,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,0,,N,units,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),Sustainable Development Goal 11 - Sustainable Cities and Communities,I,A,Annual,VC_DSR_MISS,1.5.1 and 11.5.1 Number of missing persons attributed to disasters,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,0,,N,units,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),Sustainable Development Goal 11 - Sustainable Cities and Communities,I,A,Annual,VC_DSR_MISS,1.5.1 and 11.5.1 Number of missing persons attributed to disasters,MH,Marshall Islands,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,0,,N,units,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),Sustainable Development Goal 11 - Sustainable Cities and Communities,I,A,Annual,VC_DSR_MISS,1.5.1 and 11.5.1 Number of missing persons attributed to disasters,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2005,,0,,N,units,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2022),,,,Obs_Value = 0;  Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data ha,
DATAFLOW,SPC:DF_SDG_11(3.0),Sustainable Development Goal 11 - Sustainable Cities and Communities,I,A,Annual,VC_DSR_MISS,1.5.1 and 11.5.1 Number of missing persons attributed to disasters,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2006,,0,,N,units,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2023),,,,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not followed a,
DATAFLOW,SPC:DF_SDG_11(3.0),Sustainable Development Goal 11 - Sustainable Cities and Communities,I,A,Annual,VC_DSR_MISS,1.5.1 and 11.5.1 Number of missing persons attributed to disasters,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2007,,0,,N,units,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2023),,,,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not followed a,
DATAFLOW,SPC:DF_SDG_11(3.0),Sustainable Development Goal 11 - Sustainable Cities and Communities,I,A,Annual,VC_DSR_MISS,1.5.1 and 11.5.1 Number of missing persons attributed to disasters,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2008,,0,,N,units,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2023),,,,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not followed a,
DATAFLOW,SPC:DF_SDG_11(3.0),Sustainable Development Goal 11 - Sustainable Cities and Communities,I,A,Annual,VC_DSR_MISS,1.5.1 and 11.5.1 Number of missing persons attributed to disasters,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2009,,0,,N,units,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2023),,,,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not followed a,
DATAFLOW,SPC:DF_SDG_11(3.0),Sustainable Development Goal 11 - Sustainable Cities and Communities,I,A,Annual,VC_DSR_MISS,1.5.1 and 11.5.1 Number of missing persons attributed to disasters,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2010,,1,,N,units,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),Sustainable Development Goal 11 - Sustainable Cities and Communities,I,A,Annual,VC_DSR_MISS,1.5.1 and 11.5.1 Number of missing persons attributed to disasters,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2011,,0,,N,units,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2023),,,,Disclaimer: the data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) Desinventar disaster loss databases. Some of the data has not followed a,
DATAFLOW,SPC:DF_SDG_11(3.0),Sustainable Development Goal 11 - Sustainable Cities and Communities,I,A,Annual,VC_DSR_MISS,1.5.1 and 11.5.1 Number of missing persons attributed to disasters,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2012,,3,,N,units,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2022),,,,Disclaimer: The data being submitted by UNDRR has been extracted from two sources: (a) the Sendai Framework Monitoring System as provided by designated national focal points; and (b) DesInventar disaster loss databases. Some of the data has not followed a,
DATAFLOW,SPC:DF_SDG_11(3.0),Sustainable Development Goal 11 - Sustainable Cities and Communities,I,A,Annual,VC_DSR_MISS,1.5.1 and 11.5.1 Number of missing persons attributed to disasters,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2013,,0,,N,units,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),Sustainable Development Goal 11 - Sustainable Cities and Communities,I,A,Annual,VC_DSR_MISS,1.5.1 and 11.5.1 Number of missing persons attributed to disasters,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,0,,N,units,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),Sustainable Development Goal 11 - Sustainable Cities and Communities,I,A,Annual,VC_DSR_MISS,1.5.1 and 11.5.1 Number of missing persons attributed to disasters,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,0,,N,units,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),Sustainable Development Goal 11 - Sustainable Cities and Communities,I,A,Annual,VC_DSR_MISS,1.5.1 and 11.5.1 Number of missing persons attributed to disasters,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2016,,1,,N,units,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),Sustainable Development Goal 11 - Sustainable Cities and Communities,I,A,Annual,VC_DSR_MISS,1.5.1 and 11.5.1 Number of missing persons attributed to disasters,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2017,,0,,N,units,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
DATAFLOW,SPC:DF_SDG_11(3.0),Sustainable Development Goal 11 - Sustainable Cities and Communities,I,A,Annual,VC_DSR_MISS,1.5.1 and 11.5.1 Number of missing persons attributed to disasters,FJ,Fiji,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,1,,N,units,G,Global,C,Country Data,United Nations Office for Disaster Risk Reduction (2025),,,,Disclaimer: The data being submitted by UNDRR has been extracted from the Sendai Framework Monitoring System as provided by designated national focal points. Some of the data has not followed an official validation process and may be subject to revision at a later date.,
